./files
10/10b06f3364.flac	76800
10/10b0b36dc2.flac	51200
10/10b1010a78.flac	94400
10/10b12f4b05.flac	67200
10/10b15d5a1b.flac	40000
10/10b1ca51ba.flac	44800
10/10b1cda6d5.flac	65600
10/10b26cd0b8.flac	70400
10/10b2910f46.flac	88000
10/10b31b6a01.flac	56000
10/10b32d15d5.flac	32000
10/10b3393883.flac	33600
10/10b3a234da.flac	67200
10/10b3c7e030.flac	51200
10/10ce37f3f9.flac	38400
10/10ce6bd7e3.flac	56000
10/10ce75e274.flac	51200
10/10ce9c1ea4.flac	46400
10/10cef5007b.flac	91200
10/10cfffc96b.flac	43200
10/10d050dcac.flac	59200
10/10d059a275.flac	48000
10/10d06ed13c.flac	70400
10/10d0f5af32.flac	44800
10/10d104508f.flac	60800
10/10d18bf3e7.flac	40000
10/10a7666730.flac	89600
10/10a7816537.flac	44800
10/10a81099ee.flac	54400
10/10a88dd576.flac	68800
10/10a8e63367.flac	64000
10/10a8f0461d.flac	64000
10/10a8fb7976.flac	68800
10/10a9987f1d.flac	54400
10/10aa01c6fe.flac	52800
10/10aa088f1f.flac	49600
10/10aa3a3acb.flac	35200
10/100e29e4d8.flac	52800
10/100e403328.flac	54400
10/100eec637c.flac	56000
10/100f76dbb7.flac	44800
10/100f7877ee.flac	68800
10/100f9ec0af.flac	48000
10/100fc40f07.flac	65600
10/100fcb48ec.flac	80000
10/100ff3c0d4.flac	65600
10/105686e601.flac	51200
10/1057252614.flac	41600
10/1057486a0f.flac	40000
10/10582de501.flac	72000
10/10584d3c09.flac	57600
10/10585104a4.flac	40000
10/10589a9336.flac	44800
10/1058c32392.flac	113600
10/1059194037.flac	52800
10/10591d34c0.flac	49600
10/10594e2569.flac	88000
10/10595c319f.flac	57600
10/1059d3e984.flac	44800
10/1025f45567.flac	78400
10/102659bbae.flac	49600
10/1026812c43.flac	60800
10/102696f78d.flac	57600
10/1026a22256.flac	62400
10/1026d6a829.flac	51200
10/1027741255.flac	59200
10/10282a59f5.flac	108800
10/102860e4d7.flac	52800
10/10286fdf8d.flac	52800
10/10287c305a.flac	52800
10/1028dc8eb5.flac	36800
10/1028fe2570.flac	43200
10/10291a4d5f.flac	84800
10/108273492c.flac	41600
10/1082764a2e.flac	33600
10/10828bc54e.flac	52800
10/108291592f.flac	52800
